제목,링크,소관부처_지자체,pblanc_id,벡터스토어 저장
[전남] 순천시 2025년 3차 소상공인 금융지원 시행 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112471,전라남도,PBLN_000000000112471,True
[전남] 곡성군 인구감소지역 소재 중소기업 특례보증 금융지원 신청 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112468,전라남도,PBLN_000000000112468,True
[전북] 무주군 인구감소지역 기업지원 특례보증 금융지원 신청 재공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112454,전북특별자치도,PBLN_000000000112454,True
[충남] 논산시 2025년 2차 농촌발전기금 융자 지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112431,충청남도,PBLN_000000000112431,True
[충북] 음성군 2025년 2차 소상공인 지원자금 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112412,충청북도,PBLN_000000000112412,True
[충북] 진천군 2025년 2차 소상공인 생거진천 으뜸론(Loan) 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112399,충청북도,PBLN_000000000112399,True
2025년 중소기업 정책자금 융자계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112371,중소벤처기업부,PBLN_000000000112371,True
[경기] 소상공인 힘내GO 카드 보증사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112299,경기도,PBLN_000000000112299,True
[대구] 2025년 1인 자영업자 고용보험 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112298,대구광역시,PBLN_000000000112298,False
2025년 신ㆍ재생에너지 금융지원사업 지원 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112212,산업통상자원부,PBLN_000000000112212,True
[인천] 2025년 중소기업 긴급 경영안정자금 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112123,인천광역시,PBLN_000000000112123,True
[전북] 전주시 2025년 하반기 중소기업육성자금 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112081,전북특별자치도,PBLN_000000000112081,True
[전남] 2025년 중소기업 육성자금 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112031,전라남도,PBLN_000000000112031,True
[전남] 목포시 2025년 소상공인 융자금 이차보전 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112014,전라남도,PBLN_000000000112014,True
[경남] 2025년 2차 식품진흥기금 융자금 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111871,경상남도,PBLN_000000000111871,True
[제주] 2025년 소상공인 고용보험 지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111792,제주특별자치도,PBLN_000000000111792,True
[경북] 2025년 창업 및 경쟁력강화 사업자금 지원 변경계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111779,경상북도,PBLN_000000000111779,True
[대전] 2025년 하반기 중소기업 경영안정자금 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111735,대전광역시,PBLN_000000000111735,True
[대전] 2025년 하반기 중소기업 창업 및 경쟁력강화사업자금 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111734,대전광역시,PBLN_000000000111734,True
[대전] 2025년 하반기 중소기업 구매조건 생산지원자금 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111732,대전광역시,PBLN_000000000111732,True
[대전] 2025년 하반기 중소기업 지역특화 협약보증 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111742,대전광역시,PBLN_000000000111742,True
[대전] 소상공인 육아휴직자 대체인력 인건비 지원사업 재수정 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111660,대전광역시,PBLN_000000000111660,False
[대전] 소상공인 난임부부 시술비 지원사업 수정 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111657,대전광역시,PBLN_000000000111657,False
2025년 하반기 기술창업 자금지원(융자)사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111607,농촌진흥청,PBLN_000000000111607,True
[부산] 2025년 3차 중소기업 자금지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111556,부산광역시,PBLN_000000000111556,True
[경기] 수원시 2025년 중소기업 수출간소화 지원사업 참가업체 모집 공고 (원스톱 수출운송 지원사업),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111462,경기도,PBLN_000000000111462,False
[경기] 수원시 2025년 중소기업 국외수출보험 지원사업 참가업체 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111442,경기도,PBLN_000000000111442,False
[강원] 화천군 2025년 중소기업 및 소상공인 육성자금 융자추천 및 이차보전계획(한시특례지원) 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111419,강원특별자치도,PBLN_000000000111419,True
[인천] 2025년 중소기업 금융비용 절감을 위한 특별 경영안정자금 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111373,인천광역시,PBLN_000000000111373,True
[충남] 계룡시 2025년 중소기업 매출채권보험료 지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111391,충청남도,PBLN_000000000111391,True
[강원] 2025년 2차 소상공인 경영안정자금 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111295,강원특별자치도,PBLN_000000000111295,True
[경북] 포항시 소상공인 희망동행 특례보증 지원사업 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111212,경상북도,PBLN_000000000111212,True
2025년 하반기 관광진흥개발기금 융자지원지침 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111187,문화체육관광부,PBLN_000000000111187,True
2025년 하반기 관광진흥개발기금 이차보전 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111173,문화체육관광부,PBLN_000000000111173,True
[강원] 강릉시 생계형 1인 자영업자 사회보험료 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111068,강원특별자치도,PBLN_000000000111068,True
[강원] 강릉시 사회보험료 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111067,강원특별자치도,PBLN_000000000111067,True
[강원] 지역 중소ㆍ벤처기업 투자연계 프로그램 참여기업 수시 모집 공고(강원 벤처펀드 투자생태계 조성지원사업),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111021,강원특별자치도,PBLN_000000000111021,True
[경기] 부천시 2025년 하반기 중소기업육성자금 지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110914,경기도,PBLN_000000000110914,True
[세종] 2025년 중소기업육성자금 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110860,세종특별자치시,PBLN_000000000110860,True
[울산] 남구 2025년 2차 소상공인 경영안정자금 융자계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110876,울산광역시,PBLN_000000000110876,True
[전북] 임실군 식품위생업소 시설개선자금 융자지원 신청자 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110759,전북특별자치도,PBLN_000000000110759,True
2025년 무탄소에너지보증사업(해상풍력 맞춤형 보증지원) 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110673,산업통상자원부,PBLN_000000000110673,True
[대전] 유성구 2025년 소상공인 특례보증 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110651,대전광역시,PBLN_000000000110651,True
[전남] 화순군 2025년 소상공인 융자금 이차보전 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110533,전라남도,PBLN_000000000110533,True
2025년 식품소재 업계 경영안정 자금지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110432,농림축산식품부,PBLN_000000000110432,True
[경기] 가평군 인구감소지역(관심지역) 소재 중소기업 특례보증 금융지원 신청 재공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110390,경기도,PBLN_000000000110390,True
[경기] 광명시 2025년 탄소중립 실천기업 대출이자 지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110358,경기도,PBLN_000000000110358,False
[경기] 안양시 2025년 중소기업육성자금 융자 이자차액보전 지원 계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110356,경기도,PBLN_000000000110356,True
[광주] 2025년 영세 소상공인 중소금융권 금융비용 지원사업 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110331,광주광역시,PBLN_000000000110331,True
[경북] 상주시 2025년 소상공인 희망드림 특례보증 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110175,경상북도,PBLN_000000000110175,True
[전남] 담양군 인구감소지역 소재 중소기업 특례보증 금융지원 신청 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110165,전라남도,PBLN_000000000110165,True
[경북] 울진군 2025년 소상공인 특례보증 및 이차보전 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110132,경상북도,PBLN_000000000110132,True
[경남] 창원시 희망더드림 특별자금 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110103,경상남도,PBLN_000000000110103,True
2025년 2차 친환경차 보급촉진을 위한 이차보전사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110029,산업통상자원부,PBLN_000000000110029,True
[충북] 청주시 2025년 저신용 소상공인 대출이자 지원 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110028,충청북도,PBLN_000000000110028,True
[충북] 제천시 청년창업 특례보증 지원 신청 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000110024,충청북도,PBLN_000000000110024,True
[대구] 2025년 중소기업경영안정자금 지원계획 변경 공고(이자지원),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109850,대구광역시,PBLN_000000000109850,True
[인천] 2025년 청년창업 특례보증 지원사업 공고(청년 창업가 육성 및 지원),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109861,인천광역시,PBLN_000000000109861,True
[울산] 2025년 중소기업 육성자금 (시설자금) 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109755,울산광역시,PBLN_000000000109755,True
스케일업 팁스(글로벌형)(2025년 스케일업 팁스 기업 지원계획 통합 공고),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109739,중소벤처기업부,PBLN_000000000109739,True
스케일업 팁스(일반형)(2025년 스케일업 팁스 기업 지원계획 통합 공고),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109746,중소벤처기업부,PBLN_000000000109746,True
[서울] 송파구 2025년 특별신용보증 지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109673,서울특별시,PBLN_000000000109673,True
[서울] 서초구 중ㆍ소상공인 초스피드 대출 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109668,서울특별시,PBLN_000000000109668,True
[서울] 동작구 소상공인 무이자 특별보증 융자 지원 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109667,서울특별시,PBLN_000000000109667,True
[서울] 마포구 2025년 중소기업 및 소상공인 융자 지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109638,서울특별시,PBLN_000000000109638,True
[경기] 김포시 2025년 중소기업 육성자금 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109641,경기도,PBLN_000000000109641,True
2025년 중소벤처기업부 소관 소상공인 정책자금 융자계획 수정 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109562,중소벤처기업부,PBLN_000000000109562,True
2025년 무탄소에너지보증사업(무탄소에너지보증) 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109286,산업통상자원부,PBLN_000000000109286,True
2025년 중소기업 통상리스크대응긴급자금 융자계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109219,중소벤처기업부,PBLN_000000000109219,True
[경기] 부천시 2025년 부천기업 제조물책임(PL)보험 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109155,경기도,PBLN_000000000109155,False
[충북] 2025년 3차 중소기업육성자금 융자(이차보전) 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109130,충청북도,PBLN_000000000109130,True
2025년 스케일업 팁스 기업 지원계획 통합 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109030,중소벤처기업부,PBLN_000000000109030,True
[인천] 서구 2025년 소기업ㆍ소상공인 특례보증 추천 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109026,인천광역시,PBLN_000000000109026,True
[대구] 수성구 2025년 소상공인 경영안정자금 지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109023,대구광역시,PBLN_000000000109023,True
[인천] 남동구 2025년 중소기업육성자금 지원(이자차액보전) 계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000109022,인천광역시,PBLN_000000000109022,True
[부산] 금정구 인구감소지역(관심지역) 소재 중소기업 특례보증 금융지원 신청 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108998,부산광역시,PBLN_000000000108998,True
[서울] 송파구 2025년 중소기업 융자지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108989,서울특별시,PBLN_000000000108989,True
[인천] 2025년 2단계 희망인천 소상공인 경영안정자금 지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108928,인천광역시,PBLN_000000000108928,True
[경기] 안산시 2025년 중소기업 매출채권보험료 지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108758,경기도,PBLN_000000000108758,True
2025년 한국산업은행 온렌딩 대출 제도 안내,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108749,금융위원회,PBLN_000000000108749,True
[부산] 서구 인구감소지역 기업지원 특례보증 재공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108660,부산광역시,PBLN_000000000108660,True
[경남] 2025년 중소기업육성자금 긴급 경영안정자금 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108496,경상남도,PBLN_000000000108496,True
2025년 소방산업특허 지원사업 시행계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108418,소방청,PBLN_000000000108418,True
2025년 소방산업체 금융지원사업 시행 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108435,소방청,PBLN_000000000108435,True
[경기] 시흥시 2025년 무역보험료 지원사업 참여기업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000108057,경기도,PBLN_000000000108057,True
2025년 aT 농식품 수출보험 지원사업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107747,농림축산식품부,PBLN_000000000107747,True
2025년 소상공인 대환대출 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107635,중소벤처기업부,PBLN_000000000107635,True
2025년 중소벤처기업부 소관 소상공인 정책자금 융자계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107634,중소벤처기업부,PBLN_000000000107634,True
2025년 국산 농축산물 구매이행 보증보험 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107600,농림축산식품부,PBLN_000000000107600,True
[제주] 2025년 중소기업육성자금 융자지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107539,제주특별자치도,PBLN_000000000107539,True
[전북] 2025년 중소기업육성자금 융자 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107467,전북특별자치도,PBLN_000000000107467,True
[전북] 2025년 중소기업육성자금 거치기간 연장 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107466,전북특별자치도,PBLN_000000000107466,True
[전북] 2025년 중소기업육성자금 긴급 경영안정자금(대환대출) 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107464,전북특별자치도,PBLN_000000000107464,True
2025년 중소기업 K-뷰티론 정책자금 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107437,중소벤처기업부,PBLN_000000000107437,True
2025년 스케일업 팁스(일반형) 기업 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107389,중소벤처기업부,PBLN_000000000107389,True
[경기] 수원시 2025년 중소제조기업 국외수출보험 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107326,경기도,PBLN_000000000107326,False
[경남] 산청군ㆍ하동군 특별재난지역 소상공인 지원을 위한 소상공인 긴급경영 특별자금 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107196,경상남도,PBLN_000000000107196,True
[경기] 2025년 중소기업육성자금 융자지원 계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107203,경기도,PBLN_000000000107203,True
2025년 중소기업 R&D 융자(이차보전) 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107002,중소벤처기업부,PBLN_000000000107002,True
2025년 2차 미래환경산업육성융자 사업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106987,환경부,PBLN_000000000106987,True
[대구] 2025년 중소기업 수출보험료 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106919,대구광역시,PBLN_000000000106919,True
[경북] 구미시 2025년 중소기업 신용보증수수료 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106831,경상북도,PBLN_000000000106831,True
2025년 소프트웨어 기술금융지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106849,과학기술정보통신부,PBLN_000000000106849,True
[광주] 2025년 농업발전기금 융자사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106846,광주광역시,PBLN_000000000106846,True
[대전] 2025년 중소유통업 시설투자 및 운전자금 융자지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106546,대전광역시,PBLN_000000000106546,True
[경북] 안동시 중소기업 공장 화재보험료 지원사업 참여기업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106510,경상북도,PBLN_000000000106510,True
[인천] 2025년 취약계층 희망드림 특례보증 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106388,인천광역시,PBLN_000000000106388,True
2025년 혁신소상공인 투자연계지원(LIPSⅡ) 소상공인 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106333,중소벤처기업부,PBLN_000000000106333,True
[인천] 2025년 소공인 지원 특례보증 사업 공고(소공인 경영안정 및 성장지원),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106288,인천광역시,PBLN_000000000106288,True
[경기] 화성시 2025년 창업투자펀드 투자상담 창구 운영 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106196,경기도,PBLN_000000000106196,True
2025년 해양수산 투자 프로그램 패키지 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106186,해양수산부,PBLN_000000000106186,True
[광주] 북구 2025년 식품진흥기금 융자지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106168,광주광역시,PBLN_000000000106168,True
[경북] KB 소상공인 행복보탬 지원사업 통합 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106000,경상북도,PBLN_000000000106000,True
[인천] 연수구 2025년 중소기업육성기금 융자지원(이차보전) 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105898,인천광역시,PBLN_000000000105898,True
2025년 IP보증연계 지식재산평가지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105813,특허청,PBLN_000000000105813,True
2025년 IP담보대출연계 지식재산평가지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105811,특허청,PBLN_000000000105811,True
[경기] 2025년 사회적경제조직 특례보증 및 이차보전 지원 사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105787,경기도,PBLN_000000000105787,True
2025년 정책자금 상환연장 대상 확대 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105681,중소벤처기업부,PBLN_000000000105681,True
[경기] 부천시 중소기업 수출보험료 지원사업 참가기업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105675,경기도,PBLN_000000000105675,True
[대구] 북구 2025년 청년창업 특례보증 지원 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105652,대구광역시,PBLN_000000000105652,True
[제주] 2025년 상반기 관광진흥기금 융자 및 상환지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105600,제주특별자치도,PBLN_000000000105600,True
[대전] 2025년 1인 영세 자영업자 고용ㆍ산재 보험료 지원사업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105569,대전광역시,PBLN_000000000105569,True
[충북] 2025년 중소기업육성자금 융자(이차보전) 지원계획 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105538,충청북도,PBLN_000000000105538,True
[광주] 북구 2025년 소상공인 대출 지원사업(특례보증ㆍ포용금융) 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105529,광주광역시,PBLN_000000000105529,True
[충남] 2025년 제조물 책임(PL)보험료 지원사업 참여기업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105445,충청남도,PBLN_000000000105445,True
[경기] 2025년 중소기업 환변동보험 지원사업 참여기업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105442,경기도,PBLN_000000000105442,True
